,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,brand,tweet_clean,target
7242,Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb #raidsxsw,,No emotion toward brand or product,,Checking out Q amp A With Google amp Bing On Website Ranking at SXSW qagb raidsxsw,0.0
7243,Checking out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,,No emotion toward brand or product,,Checking out Staying Alive Can Indie iPhone Game Development Survive at SXSW StayingAlive,0.0
7244,Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive emotion,Apple,Checking out the Apple pop up store Looking fwd to checking out the iPad 2 sxsw mosaicxm MK link,2.0
7245,"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!",iPad or iPhone App,Positive emotion,Apple,Checking out the new Fast Society app for iPhone Kinda like a group FourSquare nice for sxsw Thanks to for sharing,2.0
7246,Checking out the pop up Apple Store at #SXSW,,No emotion toward brand or product,,Checking out the pop up Apple Store at SXSW,0.0
7247,"Z4: Come Out, Come Out! {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf",,No emotion toward brand or product,,Z4 Come Out Come Out link codes valid 4 00 7 59 59p 03 11 11 infektd sxsw zlf,0.0
7248,Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood,iPad or iPhone App,Positive emotion,Apple,Check it out Great amp v effective enviro app by Which Bin link iPhone 3gs sxsw sxswi greatergood,2.0
7249,Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,Other Google product or service,Positive emotion,Google,Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic SXSW,2.0
7250,The line outside the #SXSW Apple pop-up store. #wasteoftimeatsxsw {link},,No emotion toward brand or product,,The line outside the SXSW Apple pop up store wasteoftimeatsxsw link,0.0
7251,The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Apple,Positive emotion,Apple,The line outside the pop up Apple store was crazy long This festival gets more entertaining every day sxsw,2.0
7252,"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link}",,No emotion toward brand or product,,Another POV from SXSW quot The Future of Reading Online Is Customization amp Sharing Not Tablets Yet quot Fast Company link,0.0
7253,Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,iPad or iPhone App,Positive emotion,Apple,Banks innovate or die is a great session quot 250k customers joined bank of america when they were 1st to release an iPhone app quot sxsw,2.0
7254,"For the love of god, I need a macbook pro charger. The apple store on congress is closed. Where in Austin can I get one? #sxsw",,No emotion toward brand or product,,For the love of god I need a macbook pro charger The apple store on congress is closed Where in Austin can I get one sxsw,0.0
7255,Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw,Other Apple product or service,Positive emotion,Apple,Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox gilt group graphic ly sesh this morning sxsw,2.0
7256,I would love to meet u!! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam. showing my new iPhone game. #SXSW,,No emotion toward brand or product,,I would love to meet u RT I ll be at the Austin Convention Center today w my fam showing my new iPhone game SXSW,0.0
7257,Let me know also RT @mention Anyone know if #SXSW Apple Store still has iPads?,,No emotion toward brand or product,,Let me know also RT Anyone know if SXSW Apple Store still has iPads,0.0
7258,"Anyone know an iPhone twitter app that will search for hashtags only from those that you follow? I don't always want all #SXSW, only some.",,No emotion toward brand or product,,Anyone know an iPhone twitter app that will search for hashtags only from those that you follow I don t always want all SXSW only some,0.0
7259,Anyone know any android devs at #sxsw? let me know - there's a startup in need of help.,,No emotion toward brand or product,,Anyone know any android devs at sxsw let me know there s a startup in need of help,0.0
7260,It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,,Positive emotion,,It only now dawned on me that the iPad 2 launch was timed to coincide with SXSW to gain maximum tech hipster attention genius apple,2.0
7261,Anyone know how long the line is at the  #sxsw #apple store on Congress?,,No emotion toward brand or product,,Anyone know how long the line is at the sxsw apple store on Congress,0.0
7262,Anyone know if #SXSW Apple Store still has iPads?,,No emotion toward brand or product,,Anyone know if SXSW Apple Store still has iPads,0.0
7263,Anyone know if the #SXSW @mention store has crazy lines still today?,,No emotion toward brand or product,,Anyone know if the SXSW store has crazy lines still today,0.0
7264,Anyone know if the #sxsw Apple store sells MacBook batteries? #sxswi,,No emotion toward brand or product,,Anyone know if the sxsw Apple store sells MacBook batteries sxswi,0.0
7265,anyone know if the apple store at #sxsw still has ipads? or is likely to run out today?,,No emotion toward brand or product,,anyone know if the apple store at sxsw still has ipads or is likely to run out today,0.0
7266,Anyone know if the pop-up Apple store on 6th &amp; Congress is sold out of 3G iPads yet?  #SxSw #Apple #SxSwi,,No emotion toward brand or product,,Anyone know if the pop up Apple store on 6th amp Congress is sold out of 3G iPads yet SxSw Apple SxSwi,0.0
7268,Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb,,No emotion toward brand or product,,Strange how little Japan news penetrates SXSW bubble Only bar TVs on CNN suggest anything more important than iPad 2 is going on fb,0.0
7269,Anyone know location of apple pop up store at #sxsw?,,No emotion toward brand or product,,Anyone know location of apple pop up store at sxsw,0.0
7270,Anyone know of iPhone developers that will be attending #sxsw?  Please let me know. I have someone that would like to chat with you!,,No emotion toward brand or product,,Anyone know of iPhone developers that will be attending sxsw Please let me know I have someone that would like to chat with you,0.0
7272,Anyone know the hours of the Apple pop-up store in Austin? #SxSW,,No emotion toward brand or product,,Anyone know the hours of the Apple pop up store in Austin SxSW,0.0
7273,Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...,Apple,Positive emotion,Apple,Anyone know the hours on the sxsw Apple store Kinda hoping it s open 24 hours,2.0
7274,"Wonders how this #SXSW creeps up every year and I still manage to not know about it! Stop, please, I'll #google.",,No emotion toward brand or product,,Wonders how this SXSW creeps up every year and I still manage to not know about it Stop please I ll google,0.0
7275,Anyone Know what the hours are for the Apple store at #SXSW?,,No emotion toward brand or product,,Anyone Know what the hours are for the Apple store at SXSW,0.0
7276,Anyone know what the ipad situation is at the Apple popup store? What do they have in stock? #sxsw #sxswi,,No emotion toward brand or product,,Anyone know what the ipad situation is at the Apple popup store What do they have in stock sxsw sxswi,0.0
7277,Anyone know what the line is like at the popup Apple store? #SXSW #ipad2,Apple,Positive emotion,Apple,Anyone know what the line is like at the popup Apple store SXSW ipad2,2.0
7278,Anyone know what the line's like now at the 6th &amp; congress temp Apple store? I hear they're open 'til midnight #iPad2 #sxsw #latenightgeeks,,No emotion toward brand or product,,Anyone know what the line s like now at the 6th amp congress temp Apple store I hear they re open til midnight iPad2 sxsw latenightgeeks,0.0
7279,Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,,No emotion toward brand or product,,Anyone know what time Apple popup store in Austin closes tonite SXSW sxtxstate iPad apple,0.0
7280,Anyone know what time the iPad/apple store opens on 6th and congress? #sxsw,,No emotion toward brand or product,,Anyone know what time the iPad apple store opens on 6th and congress sxsw,0.0
7281,Anyone know where I can buy a waterproof ipad case/pouch in Austin? #sxsw,,No emotion toward brand or product,,Anyone know where I can buy a waterproof ipad case pouch in Austin sxsw,0.0
7282,Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,Google,Positive emotion,Google,Anyone know where I ll be able to find a video of Marissa Mayer s SXSW presentation Google,2.0
7283,How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Apple,Positive emotion,Apple,How to know you re a geek 16162 when you cross the road to take a picture of an Apple pop up store sxsw link,2.0
7284,Google showcase peak view of new Google Maps (vector-based maps) at #sxsw #marissagoogle,,No emotion toward brand or product,,Google showcase peak view of new Google Maps vector based maps at sxsw marissagoogle,0.0
7285,"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",,Positive emotion,,Google showing off google places with hotpot allows u to post review of place goes in search results maps for friends to see others sxsw,2.0
7286,Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet,,No emotion toward brand or product,,Google showing preview of next gen Blogger interface at SXSW link cnet,0.0
7287,Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Google,Positive emotion,Google,Dennis Crowley we d love to work with google They could benefit from working with us too We re doing social well checkins sxsw,2.0
7288,"Dennis Crowley on competitors: I think we're starting to compete against the bigger guys, facebook, google #checkins  #sxsw",,No emotion toward brand or product,,Dennis Crowley on competitors I think we re starting to compete against the bigger guys facebook google checkins sxsw,0.0
7289,"The Linkdown (non-#SXSW edition): iPad art show, RISE Austin, World Poopin' Day, social media events, more: {link}",,No emotion toward brand or product,,The Linkdown non SXSW edition iPad art show RISE Austin World Poopin Day social media events more link,0.0
7290,"Rolling down Congress past the Apple popup store for #SXSW (@mention Social Shuttle (Austin), from Social Media Club) [pic]: {link}",,No emotion toward brand or product,,Rolling down Congress past the Apple popup store for SXSW Social Shuttle Austin from Social Media Club pic link,0.0
7291,Sitting down in the indie iPhone dev session. #Sxsw let's see what this is like...,,No emotion toward brand or product,,Sitting down in the indie iPhone dev session Sxsw let s see what this is like,0.0
7292,Sitting down to accessibility and disabilities and iPad. #sxsw,,No emotion toward brand or product,,Sitting down to accessibility and disabilities and iPad sxsw,0.0
7293,You can download a free @mention sampler of some of the bands playing at #SXSW here: {link},,No emotion toward brand or product,,You can download a free sampler of some of the bands playing at SXSW here link,0.0
7294,#SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street. (answered my own question the old fashion way... I googled it).,,No emotion toward brand or product,,SxSW Downtown Austin Apple Store Congress amp West 6th Street answered my own question the old fashion way I googled it,0.0
7295,Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},Google,Positive emotion,Google,Google knows everything Map of people traffic around the world sxtxstate sxsw link,2.0
7296,Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},iPad,Positive emotion,Apple,Setting up a pop up shop SXSW was the smartest move for the iPad IMHO Developers Matter the Most for iPad 2 link,2.0
7297,The Pop-up Apple Store at #sxsw  got a shipment of iPad 2's. Go get em #iPad2,,No emotion toward brand or product,,The Pop up Apple Store at sxsw got a shipment of iPad 2 s Go get em iPad2,0.0
7298,"RIM and HP are going to lease stores next door, and put up â°ÃÃComing Soonâ°ÃÂ signs' {link} &lt;@mention on Apple at #SxSW",,No emotion toward brand or product,,RIM and HP are going to lease stores next door and put up Coming Soon signs link lt on Apple at SxSW,0.0
7299,The lineup at the #sxsw Apple pop up store.  {link},,No emotion toward brand or product,,The lineup at the sxsw Apple pop up store link,0.0
7300,SXSW Recap Day 4 It's Greaaat? Exploring Brand Mascots in the Digital Age - {link} #sxsw #HOTSHEET,,No emotion toward brand or product,,SXSW Recap Day 4 It s Greaaat Exploring Brand Mascots in the Digital Age link sxsw HOTSHEET,0.0
7301,just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,,No emotion toward brand or product,,just a tip for iphone users turn down your screen brightness way down to conserve battery power huge difference sxsw,0.0
7302,Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,Google,Positive emotion,Google,Setting up for the Google gsdm sxsw party It s going to be a ma zing Check out events at sxsurrogates com and come on out,2.0
7303,Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative emotion,Google,Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts They had no comment uosxsw sxsw,1.0
7304,N3: A Slap in the Face {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro,,No emotion toward brand or product,,N3 A Slap in the Face link codes valid 12 00 3 59 59p 03 11 11 infektd sxsw necro,0.0
7305,The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},iPad or iPhone App,Positive emotion,Apple,The atzip iPhone app has been released in time for sxsw No waiting in line for Bar 96 Bands if you have the app link,2.0
7306,Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.,iPad,Positive emotion,Apple,Setting up my iPad2 very swift and upbeat service this morning at the SXSW Apple pop up store,2.0
7307,Juicing up my iPhone. Thanks chevy volt boothe! #sxsw,,No emotion toward brand or product,,Juicing up my iPhone Thanks chevy volt boothe sxsw,0.0
7308,Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,,Positive emotion,,Loading up my iPhone w apps in prep for sxsw I m curious to see what rises to the top,2.0
7309,This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,,No emotion toward brand or product,,This group next to me has 6 ppl the table Everyone is using thier phone ipad instead of taking to each other SXSW,0.0
7310,First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,Positive emotion,,First stop on the SXSW amp hunt Austin Java Get in the spy game now for a chance to win an iPad,2.0
7311,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link}",,No emotion toward brand or product,,Gearing up to make a splash to Launch quot Groupon or Living Social type quot Rewards at SXSW link,0.0
7312,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link}",,No emotion toward brand or product,,Gearing up to make a splash to Launch quot Groupon or Living Social type quot Rewards at SXSW link,0.0
7313,"Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} via @mention",,No emotion toward brand or product,,Gearing up to make a splash to Launch quot Groupon or Living Social type quot Rewards at SXSW link via,0.0
7314,N12: Sheep to the slaughter {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #necro,,No emotion toward brand or product,,N12 Sheep to the slaughter link codes valid 12 00 3 59 59p 03 12 11 infektd sxsw necro,0.0
7315,#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,,Positive emotion,,Apple Pop up store at SXSW is like dangling red meat in front of lions Irresistible amp a little unfair They can t help themselves,2.0
7316,#Apple pop up store at #sxsw selling the new iPad. {link},,No emotion toward brand or product,,Apple pop up store at sxsw selling the new iPad link,0.0
7317,#Apple pop up store at #SXSW? {link} #tech,,No emotion toward brand or product,,Apple pop up store at SXSW link tech,0.0
7318,#apple pop up store making an appearance for #austin and #sxsw. {link},,No emotion toward brand or product,,apple pop up store making an appearance for austin and sxsw link,0.0
7319,#apple pop-up store in #austin for #sxsw and #ipad2 launch! @mention thought you'd appreciate :-) {link} {link},,No emotion toward brand or product,,apple pop up store in austin for sxsw and ipad2 launch thought you d appreciate link link,0.0
7320,#Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,,No emotion toward brand or product,,Apple Pop Up Store Selling iPad2 At SXSW link via Tech Retail,0.0
7321,#GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,,No emotion toward brand or product,,GSDM amp Google The Industry Party for SXSW is on And is in the house,0.0
7322,Geeks &amp; gadgets are today's superstars. People lined up for 3 hrs at the sxswpopup shop to buy ipad 2 &amp; girls begging 2 hug d crowley. #sxsw,,No emotion toward brand or product,,Geeks amp gadgets are today s superstars People lined up for 3 hrs at the sxswpopup shop to buy ipad 2 amp girls begging 2 hug d crowley sxsw,0.0
7323,Sugar &amp; Gold play Fitzgerald's in Houston tonight on their way to #SXSW. Free Show! Bodyaches Remix EP now... {link},,No emotion toward brand or product,,Sugar amp Gold play Fitzgerald s in Houston tonight on their way to SXSW Free Show Bodyaches Remix EP now link,0.0
7324,"Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock",,No emotion toward brand or product,,Droid amp Mac here RT My agnerd confession using laptop iPad amp blackberry to follow SXSW from afar to see agchat rock,0.0
7325,My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-),iPhone,Positive emotion,Apple,My AT amp T iPhone user friends keep borrowing my Verizon iPhone to chk their sxsw schedules their networks are ridiculously slow,2.0
7326,#SXSW #tip10 Make sure to bring your iPhone charger with you. You can recharge while you are at a party. #cnnsxsw {link},,No emotion toward brand or product,,SXSW tip10 Make sure to bring your iPhone charger with you You can recharge while you are at a party cnnsxsw link,0.0
7327,Google Impact to be available in &quot;the next months&quot;. Sign up at bavc.org/impact #swesxsw #SXSW #yam #bavcid,,No emotion toward brand or product,,Google Impact to be available in quot the next months quot Sign up at bavc org impact swesxsw SXSW yam bavcid,0.0
7328,Got the iPad 2 at Apple's pop-up store in downtown Austin! #SXSW {link},iPad,Positive emotion,Apple,Got the iPad 2 at Apple s pop up store in downtown Austin SXSW link,2.0
7329,want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,,No emotion toward brand or product,,want an ipad 2 here is your chance Apple opening up a temporary store for SXSW link via,0.0
7330,So many iPad 2's at  #SxSW. I used to be cool.,,No emotion toward brand or product,,So many iPad 2 s at SxSW I used to be cool,0.0
7331,"Lots of iPad 2s here, but no Motorola XOOMs #sxsw #tabletwars",,No emotion toward brand or product,,Lots of iPad 2s here but no Motorola XOOMs sxsw tabletwars,0.0
7332,Lost an iPad at the Sterling #SXSW keynote? Found one and just turned it into lost and found.,,No emotion toward brand or product,,Lost an iPad at the Sterling SXSW keynote Found one and just turned it into lost and found,0.0
7333,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link},iPad,Positive emotion,Apple,Coolest iPad case ever It s an etch a sketch sxsw link,2.0
7334,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,Other Apple product or service,Positive emotion,Apple,Coolest iPad case ever It s an etch a sketch sxsw link via,2.0
7335,Put the iPad down idiot! #SMComedyFyeah #SxSW,iPad,Negative emotion,Apple,Put the iPad down idiot SMComedyFyeah SxSW,1.0
7336,Getting ipad envy on this flight to #sxsw,iPad,Positive emotion,Apple,Getting ipad envy on this flight to sxsw,2.0
7337,Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,iPad,Positive emotion,Apple,Serious iPad envy Toting around one s Macbook Pro cord will do that to a girl sxsw,2.0
7338,Took an ipad from work for #SXSW - now i have to figure out what i'm gonna need on it while i'm there.,,No emotion toward brand or product,,Took an ipad from work for SXSW now i have to figure out what i m gonna need on it while i m there,0.0
7340,Hmm the iPad only charged to 81% last night.  Am I worried about making it through a full day of #sxsw? No.,iPad,Positive emotion,Apple,Hmm the iPad only charged to 81 last night Am I worried about making it through a full day of sxsw No,2.0
7341,"Friday.
Ipad ordered.
Midway toured.
Shaping up to be a great day
Almost forgot I am not going to #SXSW ...
#toocoolforsxswanyway",iPad,Positive emotion,Apple,Friday Ipad ordered Midway toured Shaping up to be a great day Almost forgot I am not going to SXSW toocoolforsxswanyway,2.0
7342,Apple's iPad pop-up shop - {link} #sxsw,Apple,Positive emotion,Apple,Apple s iPad pop up shop link sxsw,2.0
7343,"iphone, ipad, mac Oh my! #agchat,#sxsw",,Positive emotion,,iphone ipad mac Oh my agchat sxsw,2.0
7344,Have an iPad? Download the BroadFeed app for better content delivery: {link} #SXSW,iPad or iPhone App,Positive emotion,Apple,Have an iPad Download the BroadFeed app for better content delivery link SXSW,2.0
7345,Need an iPad? You can get one at the #Apple pop-up store at #SXSW! {link},,No emotion toward brand or product,,Need an iPad You can get one at the Apple pop up store at SXSW link,0.0
7346,#sxsw #japan #sendai #prayforjapan #beforetwitter #iPad #tiesto #hotel #airplane #food,,No emotion toward brand or product,,sxsw japan sendai prayforjapan beforetwitter iPad tiesto hotel airplane food,0.0
7347,I'm at a panel about flipboard - one of my fave iPad apps #SXSW,iPad or iPhone App,Positive emotion,Apple,I m at a panel about flipboard one of my fave iPad apps SXSW,2.0
7348,@mention panel hashtag for your mom has an iPad: #yourmom #sxsw #winning,,No emotion toward brand or product,,panel hashtag for your mom has an iPad yourmom sxsw winning,0.0
7349,My first panel of #sxsw day2 Indie iPhone development #gaming #iphone,,No emotion toward brand or product,,My first panel of sxsw day2 Indie iPhone development gaming iphone,0.0
7350,"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",Other Google product or service,No emotion toward brand or product,Google,Saw a company today ready to launch sounds a lot like Google Circles but with actual personal privacy www mycube com sxsw,0.0
7351,Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Apple,Positive emotion,Apple,Smart company RT It s not a rumor Apple opening up a temporary store in downtown Austin for SXSW amp iPad 2 launch bit ly g03MZB,2.0
7352,Smart company...Apple to set to open pop-up shop in core of #SXSW action...  {link} #apple,Apple,Positive emotion,Apple,Smart company Apple to set to open pop up shop in core of SXSW action link apple,2.0
7353,Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW,Android,Positive emotion,Google,Final preparations for launch underway Join up tomorrow 03 10 we ve got a special Android promotion starting then SXSW,2.0
7354,"No beach parties. But Apple, Apps and Analytics! #GeekSpringBreak #SXSW Style ;) â°ÃÃ@mention Time to start packing&quot;",Apple,Positive emotion,Apple,No beach parties But Apple Apps and Analytics GeekSpringBreak SXSW Style Time to start packing quot,2.0
7355,Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},Other Google product or service,Positive emotion,Google,Google s party at SXSW is a huge antigov lobbying initiative invoking privacy puregenius link,2.0
7356,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",Google,Positive emotion,Google,Ain t no party like a Google party cause a Google party got tacos n ice cream SXSW,2.0
7357,@mention Party photobooth #sxsw #donthate {link} @mention,,No emotion toward brand or product,,Party photobooth sxsw donthate link,0.0
7358,"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Other Apple product or service,Positive emotion,Apple,Vinh Flipboard is a step forward for iPad mags those that get it right will go down this path not the Wired path sxsw,2.0
7359,Kindda expected &quot;@mention apparently the line to get an iPad at the  #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.&quot;,,No emotion toward brand or product,,Kindda expected quot apparently the line to get an iPad at the sxsw store grew by 2 blocks to 5 blocks in the past 30 mins WUT quot,0.0
7360,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},Google,Positive emotion,Google,Google expected to release new uber social sharing at sxsw Circles your thoughts link,2.0
7361,Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw,Apple,Negative emotion,Apple,Just stopped at the pop up Apple store lame z Come on Apple you can still cut the weight in half sxsw,1.0
7362,"I have a pen and paper, an iPhone, &amp;  iPad at my immediate use for this session on media analytics. Now just need to not hit the #sxsw wall.",,No emotion toward brand or product,,I have a pen and paper an iPhone amp iPad at my immediate use for this session on media analytics Now just need to not hit the sxsw wall,0.0
7363,Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,,No emotion toward brand or product,,Win an OpenBeta6 iPad this sxsw panel link today 11 usguys cc DgtlTribe sxswbuffalo,0.0
7364,Apple's opening a temporary store in downtown Austin to sell iPads during #sxsw {link} via @mention,,No emotion toward brand or product,,Apple s opening a temporary store in downtown Austin to sell iPads during sxsw link via,0.0
7365,The good people at @mention are covering the iPad 2 launch live at the Apple pop-up store in Austin at #SXSW {link},,No emotion toward brand or product,,The good people at are covering the iPad 2 launch live at the Apple pop up store in Austin at SXSW link,0.0
7366,Over 300 people in line at Apple store in downtown Austin! #iPad2 #sxsw,,No emotion toward brand or product,,Over 300 people in line at Apple store in downtown Austin iPad2 sxsw,0.0
7367,@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,Negative emotion,Apple,Peter Cashmore on the iPad 2 it s only a minor improvement Not worth it unless you have money to burn SXSW,1.0
7368,Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,,No emotion toward brand or product,,Need to upgrade to the iPhone 4 asap This taking pics without a flash blows on the 3GS EhTeam SXSW,0.0
7369,{link} #iphone #kneejockey #ftw #sxsw,,No emotion toward brand or product,,link iphone kneejockey ftw sxsw,0.0
7370,"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",iPhone,Positive emotion,Apple,Verizon IPhone at SXSW 5 bars baby Suck on that AT amp T,2.0
7371,Awesome iPhone cases for @mention here at #sxsw!,iPhone,Positive emotion,Apple,Awesome iPhone cases for here at sxsw,2.0
7372,Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,Positive emotion,Apple,Awesome iPhone charging lockers at the registrant s lounge sxsw link,2.0
7373,Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},iPhone,Positive emotion,Apple,Getting iPhone juiced by the Sonos team at sxsw next to Apple store in Austin gotta love it link,2.0
7374,Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,Positive emotion,Apple,Wow My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN T SHATTER Amazing SXSW fb,2.0
7375,Another iPhone related dream: I invented an app that dispenses chili-cheese waffle fries.  #sxsw #allcomfortfooddiet,,No emotion toward brand or product,,Another iPhone related dream I invented an app that dispenses chili cheese waffle fries sxsw allcomfortfooddiet,0.0
7376,Verizon iPhones Fell Back an Hour Instead of Springing Ahead {link} #sxsw #tech,,No emotion toward brand or product,,Verizon iPhones Fell Back an Hour Instead of Springing Ahead link sxsw tech,0.0
7377,#SXSW + #PHOTOGRAPHY + #ANDROID = many live photos.  Watch this live feed here:  {link},,No emotion toward brand or product,,SXSW PHOTOGRAPHY ANDROID many live photos Watch this live feed here link,0.0
7378,#SXSW + #PHOTOGRAPHY + #iPhone = many live photos &amp; vids.  Watch this live feed here:  {link},,No emotion toward brand or product,,SXSW PHOTOGRAPHY iPhone many live photos amp vids Watch this live feed here link,0.0
7379,Lightbox Photos Wants To Be Your New #Android Camera App ( #SXSW) {link},,No emotion toward brand or product,,Lightbox Photos Wants To Be Your New Android Camera App SXSW link,0.0
7380,Lightbox Photos Wants To Be Your New Android Camera App (SXSW) [TechCrunch] {link} #Sxsw #Android,,No emotion toward brand or product,,Lightbox Photos Wants To Be Your New Android Camera App SXSW TechCrunch link Sxsw Android,0.0
7381,Lightbox Photos Wants To Be Your New Android Camera App (SXSW) {link} #Android #iPhone #NewAndroid #SXSW,,No emotion toward brand or product,,Lightbox Photos Wants To Be Your New Android Camera App SXSW link Android iPhone NewAndroid SXSW,0.0
7382,Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Android App,Positive emotion,Google,Lightbox Photos Wants To Be Your New Android Camera App link SXSW,2.0
7384,"Line of ppl around the block. #sxsw party? No, Apple store! Insane!  {link}",,No emotion toward brand or product,,Line of ppl around the block sxsw party No Apple store Insane link,0.0
7385,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Google,Positive emotion,Google,It was a plane full of Gogglers And it was Google marketer who told a friend he liked community reading newspapers brings sxsw,2.0
7386,"Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",,No emotion toward brand or product,,Woman on plane next to me has a Nook Blackberry Curve Android and iPad in her purse sxsw,0.0
